Dystans do przejścia: 20, dlugosc kroku: 2.3
3946:(x,y)=(9.50821,5.23249)
3947:(x,y)=(9.82916,5.34468)
3948:(x,y)=(9.49955,5.26129)
3949:(x,y)=(9.18387,5.135)
3950:(x,y)=(9.04788,4.82338)
3951:(x,y)=(8.97181,4.492)
3952:(x,y)=(9.13481,4.79038)
3953:(x,y)=(9.43672,4.63403)
3954:(x,y)=(9.73723,4.79306)
3955:(x,y)=(9.91328,4.50219)
3956:(x,y)=(9.57971,4.43641)
3957:(x,y)=(9.48904,4.76409)
3958:(x,y)=(9.43067,4.42914)
3959:(x,y)=(9.14702,4.61662)
3960:(x,y)=(8.86174,4.43165)
3961:(x,y)=(9.15025,4.61155)
3962:(x,y)=(9.48684,4.65954)
3963:(x,y)=(9.34535,4.9687)
3964:(x,y)=(9.12085,4.71336)
3965:(x,y)=(8.83234,4.89325)
3966:(x,y)=(8.82783,5.23322)
3967:(x,y)=(8.92427,4.90718)
3968:(x,y)=(8.69529,4.65585)
3969:(x,y)=(8.92869,4.40863)
3970:(x,y)=(9.26869,4.40863)
3971:(x,y)=(9.22518,4.07142)
3972:(x,y)=(8.97692,4.30372)
3973:(x,y)=(8.64223,4.24386)
3974:(x,y)=(8.67378,3.90532)
3975:(x,y)=(8.63924,4.24356)
3976:(x,y)=(8.73855,4.56874)
3977:(x,y)=(8.55232,4.8532)
3978:(x,y)=(8.59285,5.19077)
3979:(x,y)=(8.92171,5.27708)
3980:(x,y)=(8.95925,4.93916)
3981:(x,y)=(8.86282,4.61313)
3982:(x,y)=(8.78089,4.28314)
3983:(x,y)=(8.92237,4.59231)
3984:(x,y)=(8.85218,4.25963)
3985:(x,y)=(9.08775,4.50479)
3986:(x,y)=(8.7486,4.52884)
3987:(x,y)=(9.04479,4.36189)
3988:(x,y)=(8.74714,4.52621)
3989:(x,y)=(9.06168,4.65529)
3990:(x,y)=(9.27934,4.39409)
3991:(x,y)=(9.61403,4.33423)
3992:(x,y)=(9.94437,4.41471)
3993:(x,y)=(10.123,4.70401)
3994:(x,y)=(9.85516,4.49455)
3995:(x,y)=(9.78202,4.82659)
3996:(x,y)=(9.59579,5.11105)
3997:(x,y)=(9.90918,4.97921)
3998:(x,y)=(9.60323,5.1275)
3999:(x,y)=(9.88852,4.94254)
4000:(x,y)=(10.1284,5.18349)
4001:(x,y)=(10.1838,5.51894)
4002:(x,y)=(9.84605,5.47991)
4003:(x,y)=(9.86259,5.8195)
4004:(x,y)=(9.68142,5.53179)
4005:(x,y)=(9.37679,5.38079)
4006:(x,y)=(9.50726,5.06682)
4007:(x,y)=(9.45184,5.40227)
4008:(x,y)=(9.79172,5.39325)
4009:(x,y)=(9.67527,5.71269)
4010:(x,y)=(9.42701,5.94499)
4011:(x,y)=(9.59788,5.65105)
4012:(x,y)=(9.32459,5.85332)
4013:(x,y)=(8.98465,5.85933)
4014:(x,y)=(9.05189,6.19261)
4015:(x,y)=(9.38487,6.26134)
4016:(x,y)=(9.72147,6.30933)
4017:(x,y)=(9.54543,6.01846)
4018:(x,y)=(9.38507,5.71864)
4019:(x,y)=(9.70076,5.59237)
4020:(x,y)=(9.36087,5.58334)
4021:(x,y)=(9.46308,5.25906)
4022:(x,y)=(9.20478,5.48016)
4023:(x,y)=(9.50942,5.32917)
4024:(x,y)=(9.8127,5.48286)
4025:(x,y)=(9.62397,5.20005)
4026:(x,y)=(9.4531,4.90611)
4027:(x,y)=(9.11344,4.89106)
4028:(x,y)=(8.81874,5.06062)
4029:(x,y)=(8.67998,5.37102)
4030:(x,y)=(8.60683,5.70306)
4031:(x,y)=(8.37343,5.45583)
4032:(x,y)=(8.67807,5.30484)
4033:(x,y)=(9.01546,5.34686)
4034:(x,y)=(9.31738,5.1905)
4035:(x,y)=(9.15437,5.48888)
4036:(x,y)=(8.84583,5.63173)
4037:(x,y)=(8.50616,5.61668)
4038:(x,y)=(8.77024,5.40252)
4039:(x,y)=(8.49168,5.20757)
4040:(x,y)=(8.81814,5.11257)
4041:(x,y)=(9.1578,5.09754)
4042:(x,y)=(9.48253,5.1983)
4043:(x,y)=(9.15444,5.10909)
4044:(x,y)=(8.83251,4.99973)
4045:(x,y)=(8.77116,5.33415)
4046:(x,y)=(8.91266,5.025)
4047:(x,y)=(8.59699,4.89871)
4048:(x,y)=(8.27226,4.99947)
4049:(x,y)=(8.31578,4.66226)
4050:(x,y)=(8.38891,4.9943)
4051:(x,y)=(8.70783,5.11216)
4052:(x,y)=(9.04019,5.0405)
4053:(x,y)=(8.7501,4.86316)
4054:(x,y)=(8.49377,5.08653)
4055:(x,y)=(8.48625,4.74661)
4056:(x,y)=(8.38693,5.07178)
4057:(x,y)=(8.26205,4.75555)
4058:(x,y)=(7.97676,4.57058)
4059:(x,y)=(7.66951,4.425)
4060:(x,y)=(7.58758,4.09501)
4061:(x,y)=(7.56204,3.75598)
4062:(x,y)=(7.82611,3.54181)
4063:(x,y)=(7.48836,3.50278)
4064:(x,y)=(7.40935,3.83347)
4065:(x,y)=(7.22563,4.11956)
4066:(x,y)=(7.52182,3.95262)
4067:(x,y)=(7.78011,4.17372)
4068:(x,y)=(8.08607,4.32202)
4069:(x,y)=(7.90237,4.03591)
4070:(x,y)=(7.77749,3.71968)
4071:(x,y)=(7.63055,4.02628)
4072:(x,y)=(7.32592,3.87529)
4073:(x,y)=(7.6427,3.99877)
4074:(x,y)=(7.37489,3.78931)
4075:(x,y)=(7.55859,4.07541)
4076:(x,y)=(7.45067,3.75299)
4077:(x,y)=(7.27721,4.04541)
4078:(x,y)=(7.00038,4.24281)
4079:(x,y)=(6.85617,3.93491)
4080:(x,y)=(6.54162,4.06398)
4081:(x,y)=(6.29961,3.82516)
4082:(x,y)=(6.63621,3.87315)
4083:(x,y)=(6.84448,3.60441)
4084:(x,y)=(6.50832,3.65536)
4085:(x,y)=(6.59898,3.98305)
4086:(x,y)=(6.67212,4.31509)
4087:(x,y)=(6.52518,4.62169)
4088:(x,y)=(6.5657,4.95927)
4089:(x,y)=(6.382,4.67317)
4090:(x,y)=(6.65349,4.46849)
4091:(x,y)=(6.58035,4.80052)
4092:(x,y)=(6.71635,4.48891)
4093:(x,y)=(6.88722,4.19497)
4094:(x,y)=(7.21684,4.11158)
4095:(x,y)=(7.35007,4.42439)
4096:(x,y)=(7.6748,4.52516)
4097:(x,y)=(7.81628,4.83432)
4098:(x,y)=(7.61039,5.1049)
4099:(x,y)=(7.50532,5.42826)
4100:(x,y)=(7.3267,5.71756)
4101:(x,y)=(7.62289,5.55061)
4102:(x,y)=(7.59434,5.88941)
4103:(x,y)=(7.93135,5.84441)
4104:(x,y)=(8.02779,5.51837)
4105:(x,y)=(8.24774,5.77764)
4106:(x,y)=(8.58667,5.7506)
4107:(x,y)=(8.92534,5.78065)
4108:(x,y)=(8.78934,5.46904)
4109:(x,y)=(8.48743,5.31267)
4110:(x,y)=(8.77272,5.12771)
4111:(x,y)=(8.96395,5.40884)
4112:(x,y)=(9.15269,5.12603)
4113:(x,y)=(9.4546,4.96968)
4114:(x,y)=(9.69235,4.72662)
4115:(x,y)=(9.90298,4.99351)
4116:(x,y)=(9.63332,5.20059)
4117:(x,y)=(9.54265,5.52827)
4118:(x,y)=(9.22169,5.64046)
4119:(x,y)=(9.50196,5.83294)
4120:(x,y)=(9.30334,5.55699)
4121:(x,y)=(9.64329,5.56301)
4122:(x,y)=(9.50729,5.25139)
4123:(x,y)=(9.3236,4.96528)
4124:(x,y)=(9.56561,4.72647)
4125:(x,y)=(9.23915,4.63146)
4126:(x,y)=(9.05799,4.34375)
4127:(x,y)=(9.38271,4.44451)
4128:(x,y)=(9.7108,4.3553)
4129:(x,y)=(9.37241,4.32225)
4130:(x,y)=(9.21471,4.62347)
4131:(x,y)=(9.22825,4.28374)
4132:(x,y)=(9.07861,3.97844)
4133:(x,y)=(9.137,3.64349)
4134:(x,y)=(9.21308,3.31211)
4135:(x,y)=(8.92299,3.13477)
4136:(x,y)=(9.25959,3.0868)
4137:(x,y)=(9.25507,3.42677)
4138:(x,y)=(8.91699,3.46281)
4139:(x,y)=(9.05574,3.77321)
4140:(x,y)=(9.24447,3.4904)
4141:(x,y)=(9.39141,3.79702)
4142:(x,y)=(9.11812,3.99929)
4143:(x,y)=(9.38219,3.78512)
4144:(x,y)=(9.6263,4.02179)
4145:(x,y)=(9.96582,4.03984)
4146:(x,y)=(9.91338,3.70391)
4147:(x,y)=(9.95987,4.04071)
4148:(x,y)=(10.2994,4.05876)
4149:(x,y)=(10.2799,3.71932)
4150:(x,y)=(10.4929,3.45431)
4151:(x,y)=(10.5423,3.7907)
4152:(x,y)=(10.8623,3.67567)
4153:(x,y)=(10.8307,3.33714)
4154:(x,y)=(10.8832,3.00121)
4155:(x,y)=(10.5698,2.86935)
4156:(x,y)=(10.5592,3.20919)
4157:(x,y)=(10.5427,3.54879)
4158:(x,y)=(10.273,3.75586)
4159:(x,y)=(10.5631,3.57853)
4160:(x,y)=(10.5496,3.2388)
4161:(x,y)=(10.5991,3.57519)
4162:(x,y)=(10.7041,3.89855)
4163:(x,y)=(10.3943,4.03867)
4164:(x,y)=(10.295,4.36384)
4165:(x,y)=(9.95661,4.33078)
4166:(x,y)=(10.2207,4.11662)
4167:(x,y)=(10.5386,3.99595)
4168:(x,y)=(10.2089,3.91256)
4169:(x,y)=(10.5235,4.04163)
4170:(x,y)=(10.8538,4.12211)
4171:(x,y)=(10.8764,4.46136)
4172:(x,y)=(11.0124,4.14975)
4173:(x,y)=(10.852,3.84993)
4174:(x,y)=(10.5282,3.7463)
4175:(x,y)=(10.6912,4.04468)
4176:(x,y)=(10.3814,4.1848)
4177:(x,y)=(10.1437,3.94173)
4178:(x,y)=(9.93069,3.67672)
4179:(x,y)=(10.0749,3.36882)
4180:(x,y)=(10.4146,3.35379)
4181:(x,y)=(10.7355,3.46598)
4182:(x,y)=(11.0287,3.29382)
4183:(x,y)=(10.7609,3.08436)
4184:(x,y)=(11.0172,3.30773)
4185:(x,y)=(10.7387,3.11278)
4186:(x,y)=(11.042,3.26647)
4187:(x,y)=(10.8197,3.00916)
4188:(x,y)=(10.9932,3.30158)
4189:(x,y)=(11.3242,3.22405)
4190:(x,y)=(11.4739,2.91875)
4191:(x,y)=(11.6289,2.61615)
4192:(x,y)=(11.3955,2.36892)
4193:(x,y)=(11.5817,2.65338)
4194:(x,y)=(11.8216,2.89434)
4195:(x,y)=(11.6304,3.17546)
4196:(x,y)=(11.3284,3.01909)
4197:(x,y)=(11.3149,2.67936)
4198:(x,y)=(11.3315,3.01896)
4199:(x,y)=(11.4451,2.6985)
4200:(x,y)=(11.6581,2.43349)
4201:(x,y)=(11.9482,2.25616)
4202:(x,y)=(11.846,1.93188)
4203:(x,y)=(11.5916,1.70625)
4204:(x,y)=(11.7331,1.39709)
4205:(x,y)=(12.01,1.5945)
4206:(x,y)=(12.1035,1.26763)
4207:(x,y)=(11.7636,1.2586)
4208:(x,y)=(11.5034,1.03979)
4209:(x,y)=(11.702,0.763844)
4210:(x,y)=(11.7985,0.43781)
4211:(x,y)=(11.4806,0.317131)
4212:(x,y)=(11.151,0.233735)
4213:(x,y)=(11.0488,-0.0905439)
4214:(x,y)=(10.7088,-0.0905542)
4215:(x,y)=(10.5756,0.222251)
4216:(x,y)=(10.902,0.127249)
4217:(x,y)=(10.6579,0.363909)
4218:(x,y)=(10.9062,0.596218)
4219:(x,y)=(11.2365,0.676693)
4220:(x,y)=(11.2591,1.01594)
4221:(x,y)=(11.3381,1.34664)
4222:(x,y)=(11.5037,1.04972)
4223:(x,y)=(11.8411,1.09174)
4224:(x,y)=(11.5848,1.31511)
4225:(x,y)=(11.8795,1.48468)
4226:(x,y)=(11.7407,1.79508)
4227:(x,y)=(11.4621,1.60013)
4228:(x,y)=(11.6583,1.87783)
4229:(x,y)=(11.7634,2.20119)
4230:(x,y)=(11.4345,2.28749)
4231:(x,y)=(11.7502,2.16121)
4232:(x,y)=(11.6309,1.84282)
4233:(x,y)=(11.9328,1.68646)
4234:(x,y)=(11.7175,1.94957)
4235:(x,y)=(11.7848,2.28286)
4236:(x,y)=(11.8608,1.95148)
4237:(x,y)=(12.1754,2.08055)
4238:(x,y)=(12.4864,1.94318)
4239:(x,y)=(12.4999,1.60345)
4240:(x,y)=(12.1718,1.51423)
4241:(x,y)=(11.9116,1.29542)
4242:(x,y)=(12.1175,1.566)
4243:(x,y)=(12.0414,1.23462)
4244:(x,y)=(11.7952,1.00013)
4245:(x,y)=(12.072,1.19753)
4246:(x,y)=(11.9388,1.51034)
4247:(x,y)=(11.9674,1.84914)
4248:(x,y)=(11.8481,1.53074)
4249:(x,y)=(11.7927,1.86619)
4250:(x,y)=(11.7254,2.19948)
4251:(x,y)=(11.6552,1.8668)
4252:(x,y)=(11.923,1.65735)
4253:(x,y)=(12.2596,1.70534)
4254:(x,y)=(12.359,2.03051)
4255:(x,y)=(12.039,1.91548)
4256:(x,y)=(12.3395,2.07451)
4257:(x,y)=(12.6605,2.18671)
4258:(x,y)=(12.3983,2.4032)
4259:(x,y)=(12.0687,2.3198)
4260:(x,y)=(11.753,2.19351)
4261:(x,y)=(11.4445,2.33636)
4262:(x,y)=(11.1245,2.22133)
4263:(x,y)=(10.9589,1.9244)
4264:(x,y)=(11.1219,2.22278)
4265:(x,y)=(10.9998,2.54011)
4266:(x,y)=(10.7179,2.35012)
4267:(x,y)=(10.3826,2.40701)
4268:(x,y)=(10.3272,2.74246)
4269:(x,y)=(10.6319,2.59147)
4270:(x,y)=(10.5884,2.25427)
4271:(x,y)=(10.2611,2.34638)
4272:(x,y)=(10.2986,2.00846)
4273:(x,y)=(10.0235,1.80861)
4274:(x,y)=(9.9504,2.14065)
4275:(x,y)=(9.67711,2.34291)
4276:(x,y)=(9.71466,2.00499)
4277:(x,y)=(9.82542,2.32644)
4278:(x,y)=(9.77299,1.99051)
4279:(x,y)=(9.94386,1.69657)
4280:(x,y)=(10.2768,1.7653)
4281:(x,y)=(10.0245,1.99317)
4282:(x,y)=(9.74767,2.19057)
4283:(x,y)=(9.87535,2.50569)
4284:(x,y)=(9.99462,2.1873)
4285:(x,y)=(10.1655,1.89335)
4286:(x,y)=(10.158,1.55344)
4287:(x,y)=(9.93348,1.29809)
4288:(x,y)=(10.1095,1.00722)
4289:(x,y)=(10.078,0.668688)
4290:(x,y)=(10.3865,0.811545)
4291:(x,y)=(10.5389,1.11551)
4292:(x,y)=(10.3427,1.3932)
4293:(x,y)=(10.0824,1.17439)
4294:(x,y)=(10.1289,1.5112)
4295:(x,y)=(10.3892,1.29239)
4296:(x,y)=(10.1715,1.03119)
4297:(x,y)=(10.155,1.37078)
4298:(x,y)=(10.4759,1.48298)
4299:(x,y)=(10.2797,1.76067)
4300:(x,y)=(10.5109,2.00997)
4301:(x,y)=(10.7399,1.75864)
4302:(x,y)=(10.5065,1.51141)
4303:(x,y)=(10.7548,1.74372)
4304:(x,y)=(10.4851,1.95079)
4305:(x,y)=(10.1471,1.98683)
4306:(x,y)=(9.86341,2.1743)
4307:(x,y)=(9.59012,2.37657)
4308:(x,y)=(9.78135,2.6577)
4309:(x,y)=(9.67057,2.97915)
4310:(x,y)=(9.96527,3.14872)
4311:(x,y)=(10.1387,3.44114)
4312:(x,y)=(10.3517,3.17613)
4313:(x,y)=(10.1967,2.87353)
4314:(x,y)=(10.5089,3.00815)
4315:(x,y)=(10.8478,2.98111)
4316:(x,y)=(11.1775,2.89772)
4317:(x,y)=(11.1014,2.56634)
4318:(x,y)=(11.2901,2.28354)
4319:(x,y)=(11.1569,2.59634)
4320:(x,y)=(11.2504,2.26947)
4321:(x,y)=(11.0667,2.55556)
4322:(x,y)=(11.2555,2.27276)
4323:(x,y)=(11.5885,2.34149)
4324:(x,y)=(11.4525,2.02987)
4325:(x,y)=(11.1173,2.08676)
4326:(x,y)=(11.442,2.18753)
4327:(x,y)=(11.295,2.49414)
4328:(x,y)=(11.6324,2.53616)
4329:(x,y)=(11.8744,2.29735)
4330:(x,y)=(12.0348,1.99755)
4331:(x,y)=(11.8718,2.29592)
4332:(x,y)=(12.1791,2.15035)
4333:(x,y)=(12.1415,1.81243)
4334:(x,y)=(12.4332,1.98719)
4335:(x,y)=(12.3748,1.65224)
4336:(x,y)=(12.3046,1.31956)
4337:(x,y)=(12.5589,1.09393)
4338:(x,y)=(12.6054,1.43074)
4339:(x,y)=(12.5589,1.76754)
4340:(x,y)=(12.2658,1.59537)
4341:(x,y)=(12.0949,1.30142)
4342:(x,y)=(12.1264,0.962891)
4343:(x,y)=(12.2707,0.654994)
4344:(x,y)=(12.2093,0.989414)
4345:(x,y)=(11.8797,0.906019)
4346:(x,y)=(12.1238,1.14269)
4347:(x,y)=(11.9529,0.848738)
4348:(x,y)=(12.2298,1.04615)
4349:(x,y)=(12.421,1.32727)
4350:(x,y)=(12.7448,1.22365)
4351:(x,y)=(13.0395,1.39322)
4352:(x,y)=(13.3595,1.2782)
4353:(x,y)=(13.0535,1.42648)
4354:(x,y)=(13.2497,1.70418)
4355:(x,y)=(13.122,2.0193)
4356:(x,y)=(13.342,2.27856)
4357:(x,y)=(13.1433,2.00261)
4358:(x,y)=(13.2484,2.32598)
4359:(x,y)=(12.9274,2.43816)
4360:(x,y)=(12.7052,2.18085)
4361:(x,y)=(12.5555,1.87555)
4362:(x,y)=(12.789,1.62832)
4363:(x,y)=(13.1225,1.56255)
4364:(x,y)=(13.4549,1.49089)
4365:(x,y)=(13.1908,1.27672)
4366:(x,y)=(12.9488,1.0379)
4367:(x,y)=(13.0903,0.72874)
4368:(x,y)=(13.4303,0.725741)
4369:(x,y)=(13.1056,0.826496)
4370:(x,y)=(13.0063,1.15166)
4371:(x,y)=(13.2899,1.33915)
4372:(x,y)=(13.2345,1.6746)
4373:(x,y)=(12.9883,1.44011)
4374:(x,y)=(12.685,1.59378)
4375:(x,y)=(12.3456,1.57273)
4376:(x,y)=(12.1211,1.31739)
4377:(x,y)=(12.0334,0.988909)
4378:(x,y)=(11.7619,0.784221)
4379:(x,y)=(11.9061,0.476324)
4380:(x,y)=(11.5951,0.338942)
4381:(x,y)=(11.3388,0.56231)
4382:(x,y)=(11.0568,0.372322)
4383:(x,y)=(11.13,0.704363)
4384:(x,y)=(11.4689,0.677316)
4385:(x,y)=(11.1992,0.884391)
4386:(x,y)=(11.0913,0.561972)
4387:(x,y)=(11.3681,0.75938)
4388:(x,y)=(11.6432,0.559538)
4389:(x,y)=(11.7045,0.893959)
4390:(x,y)=(11.5442,0.594148)
4391:(x,y)=(11.4448,0.919316)
4392:(x,y)=(11.2203,0.663973)
4393:(x,y)=(11.0417,0.953275)
4394:(x,y)=(10.7441,1.11759)
4395:(x,y)=(11.026,0.927614)
4396:(x,y)=(10.7408,0.742647)
4397:(x,y)=(10.8684,1.05777)
4398:(x,y)=(10.7215,1.36437)
4399:(x,y)=(10.3905,1.28683)
4400:(x,y)=(10.7302,1.29886)
4401:(x,y)=(10.9215,1.57999)
4402:(x,y)=(10.7327,1.29718)
4403:(x,y)=(10.5415,1.5783)
4404:(x,y)=(10.2196,1.46895)
4405:(x,y)=(10.5363,1.59244)
4406:(x,y)=(10.3476,1.30963)
4407:(x,y)=(10.6842,1.26166)
4408:(x,y)=(10.7098,0.92262)
4409:(x,y)=(10.4636,0.688122)
4410:(x,y)=(10.7238,0.469319)
4411:(x,y)=(10.639,0.798561)
4412:(x,y)=(10.4283,1.06545)
4413:(x,y)=(10.2177,1.33233)
4414:(x,y)=(9.88664,1.25479)
4415:(x,y)=(9.90317,1.59438)
4416:(x,y)=(9.61152,1.76914)
4417:(x,y)=(9.53545,1.43776)
4418:(x,y)=(9.62902,1.11088)
4419:(x,y)=(9.72258,0.784012)
4420:(x,y)=(9.70304,0.444574)
4421:(x,y)=(9.44087,0.661065)
4422:(x,y)=(9.62458,0.947165)
4423:(x,y)=(9.77961,0.644567)
4424:(x,y)=(10.0649,0.459608)
4425:(x,y)=(9.74597,0.577459)
4426:(x,y)=(9.55474,0.858581)
4427:(x,y)=(9.36851,1.14304)
4428:(x,y)=(9.56714,0.867099)
4429:(x,y)=(9.38852,1.1564)
4430:(x,y)=(9.09382,1.32596)
4431:(x,y)=(9.36889,1.12612)
4432:(x,y)=(9.11859,0.896019)
4433:(x,y)=(8.95295,0.599092)
4434:(x,y)=(8.64442,0.74194)
4435:(x,y)=(8.58307,1.07636)
4436:(x,y)=(8.91193,1.16267)
4437:(x,y)=(8.57577,1.21362)
4438:(x,y)=(8.81988,1.45029)
4439:(x,y)=(8.95035,1.13631)
4440:(x,y)=(8.72136,0.884985)
4441:(x,y)=(8.38838,0.953706)
4442:(x,y)=(8.42592,0.615785)
4443:(x,y)=(8.76571,0.62782)
4444:(x,y)=(9.10379,0.663866)
4445:(x,y)=(9.3372,0.416638)
4446:(x,y)=(9.14847,0.133828)
4447:(x,y)=(8.96985,0.42313)
4448:(x,y)=(9.3092,0.402088)
4449:(x,y)=(9.61111,0.24573)
4450:(x,y)=(9.91575,0.0947404)
4451:(x,y)=(10.2523,0.0467698)
4452:(x,y)=(10.4582,0.31735)
4453:(x,y)=(10.7976,0.296307)
4454:(x,y)=(10.7481,0.632689)
4455:(x,y)=(11.066,0.51202)
4456:(x,y)=(10.7263,0.496977)
4457:(x,y)=(10.6184,0.174558)
4458:(x,y)=(10.6915,0.506599)
4459:(x,y)=(10.5104,0.218884)
4460:(x,y)=(10.6464,-0.0927294)
4461:(x,y)=(10.93,0.0947557)
4462:(x,y)=(11.27,0.0917565)
4463:(x,y)=(10.9753,0.261319)
4464:(x,y)=(11.2715,0.0943717)
4465:(x,y)=(11.5135,-0.14444)
4466:(x,y)=(11.6712,0.156779)
4467:(x,y)=(11.8208,-0.148516)
4468:(x,y)=(12.1555,-0.208372)
4469:(x,y)=(12.4602,-0.359361)
4470:(x,y)=(12.7982,-0.323315)
4471:(x,y)=(13.0205,-0.0659952)
4472:(x,y)=(12.6809,-0.047957)
4473:(x,y)=(12.8916,0.218936)
4474:(x,y)=(12.6079,0.406413)
4475:(x,y)=(12.5466,0.740833)
4476:(x,y)=(12.4189,1.05595)
4477:(x,y)=(12.1386,1.24842)
4478:(x,y)=(11.8485,1.07108)
4479:(x,y)=(12.1837,1.12798)
4480:(x,y)=(12.4948,0.990607)
4481:(x,y)=(12.2384,1.21398)
4482:(x,y)=(12.1135,0.897739)
4483:(x,y)=(12.2186,1.2211)
4484:(x,y)=(11.8786,1.22109)
4485:(x,y)=(11.5966,1.0311)
4486:(x,y)=(11.9363,1.01607)
4487:(x,y)=(12.2448,1.15893)
4488:(x,y)=(12.1835,1.49335)
4489:(x,y)=(12.4234,1.7343)
4490:(x,y)=(12.2011,1.47699)
4491:(x,y)=(11.8622,1.44993)
4492:(x,y)=(12.2017,1.46798)
4493:(x,y)=(12.2153,1.12825)
4494:(x,y)=(11.8872,1.03903)
4495:(x,y)=(11.6431,1.27569)
4496:(x,y)=(11.5238,0.957292)
4497:(x,y)=(11.2695,0.731656)
4498:(x,y)=(11.6095,0.728657)
4499:(x,y)=(11.5749,1.0669)
4500:(x,y)=(11.4901,1.39614)
4501:(x,y)=(11.6788,1.11334)
4502:(x,y)=(11.3393,1.13137)
4503:(x,y)=(11.1736,0.834447)
4504:(x,y)=(10.8426,0.7569)
4505:(x,y)=(10.9758,1.06971)
4506:(x,y)=(11.3082,0.998043)
4507:(x,y)=(10.9695,1.02809)
4508:(x,y)=(11.2714,0.87173)
4509:(x,y)=(11.3822,1.19318)
4510:(x,y)=(11.0512,1.11563)
4511:(x,y)=(10.907,0.807733)
4512:(x,y)=(11.1447,0.564675)
4513:(x,y)=(11.0628,0.234693)
4514:(x,y)=(11.3378,0.0348508)
4515:(x,y)=(11.411,0.366892)
4516:(x,y)=(11.7101,0.205214)
4517:(x,y)=(11.8624,0.509177)
4518:(x,y)=(11.5965,0.720993)
4519:(x,y)=(11.2717,0.821749)
4520:(x,y)=(11.5803,0.964606)
4521:(x,y)=(11.6738,0.637733)
4522:(x,y)=(11.7587,0.966977)
4523:(x,y)=(11.7572,0.62698)
4524:(x,y)=(12.0949,0.587954)
4525:(x,y)=(12.0844,0.92779)
4526:(x,y)=(12.2526,1.22324)
4527:(x,y)=(12.0949,1.52445)
4528:(x,y)=(11.8097,1.33949)
4529:(x,y)=(11.4697,1.33648)
4530:(x,y)=(11.2638,1.60705)
4531:(x,y)=(11.6033,1.6251)
4532:(x,y)=(11.2752,1.53588)
4533:(x,y)=(11.6139,1.56594)
4534:(x,y)=(11.7132,1.89111)
4535:(x,y)=(11.6197,1.56423)
4536:(x,y)=(11.9188,1.40255)
4537:(x,y)=(11.5835,1.45945)
4538:(x,y)=(11.2636,1.34441)
4539:(x,y)=(10.9371,1.2494)
4540:(x,y)=(10.6299,1.10382)
4541:(x,y)=(10.6823,0.767888)
4542:(x,y)=(10.7988,1.08733)
4543:(x,y)=(10.474,1.18808)
4544:(x,y)=(10.5762,0.863808)
4545:(x,y)=(10.9143,0.899854)
4546:(x,y)=(11.2229,1.04271)
4547:(x,y)=(11.5098,0.860276)
4548:(x,y)=(11.2574,1.08815)
4549:(x,y)=(11.4098,1.39211)
4550:(x,y)=(11.2015,1.12336)
4551:(x,y)=(11.4818,1.31584)
4552:(x,y)=(11.8056,1.21221)
4553:(x,y)=(11.9791,1.50464)
4554:(x,y)=(11.8267,1.8086)
4555:(x,y)=(12.1018,1.60875)
4556:(x,y)=(11.7945,1.46317)
4557:(x,y)=(11.5589,1.70832)
4558:(x,y)=(11.2228,1.75927)
4559:(x,y)=(10.9684,1.53364)
4560:(x,y)=(10.9489,1.1942)
4561:(x,y)=(11.0653,1.51364)
4562:(x,y)=(10.7568,1.65649)
4563:(x,y)=(10.7282,1.99529)
4564:(x,y)=(10.9703,1.75647)
4565:(x,y)=(11.1761,2.02705)
4566:(x,y)=(11.4264,1.79696)
4567:(x,y)=(11.7493,1.90346)
4568:(x,y)=(11.9716,2.16078)
4569:(x,y)=(11.8328,2.47117)
4570:(x,y)=(12.0931,2.25237)
4571:(x,y)=(12.2207,2.56749)
4572:(x,y)=(11.8807,2.56448)
4573:(x,y)=(11.6005,2.75695)
4574:(x,y)=(11.6588,2.422)
4575:(x,y)=(11.8476,2.13919)
4576:(x,y)=(11.813,2.47743)
4577:(x,y)=(11.8326,2.138)
4578:(x,y)=(11.6911,2.44716)
4579:(x,y)=(11.5202,2.15321)
4580:(x,y)=(11.4152,2.47657)
4581:(x,y)=(11.7053,2.29924)
4582:(x,y)=(11.9014,2.57694)
4583:(x,y)=(11.5825,2.69479)
4584:(x,y)=(11.2529,2.6114)
4585:(x,y)=(11.3142,2.94582)
4586:(x,y)=(11.5365,2.68851)
4587:(x,y)=(11.7326,2.96621)
4588:(x,y)=(11.797,2.63235)
4589:(x,y)=(12.1115,2.76142)
4590:(x,y)=(12.4249,2.62958)
4591:(x,y)=(12.2214,2.35719)
4592:(x,y)=(11.9057,2.2309)
4593:(x,y)=(11.9163,2.57074)
4594:(x,y)=(11.5943,2.46138)
4595:(x,y)=(11.8299,2.70654)
4596:(x,y)=(12.0211,2.98767)
4597:(x,y)=(11.7515,3.19475)
4598:(x,y)=(11.4125,3.16769)
4599:(x,y)=(11.6087,3.44539)
4600:(x,y)=(11.9307,3.33605)
4601:(x,y)=(12.2312,3.49508)
4602:(x,y)=(12.4072,3.20421)
4603:(x,y)=(12.4774,2.87153)
4604:(x,y)=(12.4789,2.53154)
4605:(x,y)=(12.7875,2.67439)
4606:(x,y)=(13.127,2.69244)
4607:(x,y)=(13.4534,2.59744)
4608:(x,y)=(13.7194,2.80927)
4609:(x,y)=(13.559,2.50945)
4610:(x,y)=(13.5846,2.17042)
4611:(x,y)=(13.6341,2.5068)
